Word,openness,conscientiousness,Extroversion,agreeableness,neuroticism,feature based
envolvente,-1.7961328212468555,-5.826602445809198,0.524888617269312,-0.7927021152244772,-3.061755354006862,11.35371301452077
cativante,-0.4984797179382888,-7.362420575377705,4.352619014942642,-2.327875604935592,-6.992544460258834,13.255982721718965
experiência,4.317430636772944,-5.86804821861358,0.40991143042336936,-1.5726430573879755,-7.081735689678751,10.122865292737918
criar,-3.9002345103802454,-8.275850720877132,3.584429306809956,2.455301707041998,-2.3646169865703124,8.658309211751986
melodia,-2.291465494513464,-0.333831431450684,-3.0359398269875113,4.58894243224814,2.1048594284458755,-1.0443879351840857
sonoro,12.935918163593943,-1.2643811594001064,-4.2734930135032325,-5.78734672317891,-6.507767728848339,5.083474257015278
ritmo,-4.130983250533805,0.5277321077905994,4.104077175070558,-2.7144529842259826,-0.25430553257232474,2.607324369234821
letra,2.98852689230072,1.9845839262795708,-2.2875727634471974,0.48903811898657507,3.396839551857844,-6.898452920234046
canção,-1.2016237455685856,-1.973238923570796,-1.7770674577426835,3.4386848463526314,-1.287096183516862,2.944513078718272
poderoso,-4.547787353813509,-4.049942484127467,4.437857970901036,-2.17713310383292,2.686922642716039,3.6146439309422713
oferecer,0.19481586030904055,3.687771508827002,-7.438890316508699,-2.6671370362483198,11.614626792608789,-5.633378204943532
ideal,-2.137722931430707,6.564806026096991,9.51974955363634,-0.6424415807415863,-8.526493527221312,-4.720300105704634
proporcionar,-4.662984743254382,3.0195759328394964,-2.7583642215280584,-2.6730796119746434,12.104751031538601,-5.2927111117097265
música,-0.8984863555411879,4.195201846160342,2.0810732007930937,-0.5927985779185336,1.757921162556633,-6.765126380376193
batida,-2.2536623010588595,-1.6577260823846465,5.537222963520492,-5.127309373109249,-1.4426135374910658,5.08901674700932
introspectivo,8.408027075808343,0.4784221410119241,-6.152664242184187,-0.7147731885890648,-0.17040252405124892,-1.9478811074843132
auditivo,9.1724313369257,-2.40431389926867,-7.521009454370685,-3.713756285247325,-7.867551766651491,12.992428923281826
produção,-0.5773871849023967,0.5398022185626808,-6.017630048513656,-5.702241833943582,-6.971549095879129,19.925778162755005
vocal,-4.822655260068218,-8.666423633951164,-3.4487253188054527,-3.1955496555797005,-1.5079567867076498,22.545927290956158
vibrante,-2.1629960195859925,-7.586383486914539,21.351799559793815,-3.3988537398963667,-5.174917480460376,-3.700885296022983
faixa,-3.0529036524207345,-4.426258407020305,0.38098854256558967,-4.067861749063692,-4.267110538980738,16.15299662508457
intenso,1.1767721539698974,-5.14989264730493,6.052382240086232,-4.484830498165342,3.7000934113892803,-1.760293014257929
dinâmico,-0.5051136092947706,-5.797561100441152,9.687367047585925,-7.305945619780626,-5.570682655670382,9.68603699164422
combinar,2.153682987923257,-3.8336041914722023,-1.2326609379133802,-2.3072787972893156,-5.2323403588722215,10.914432963579289
ouvinte,7.217776783294933,-4.597315295633841,-5.353379121727527,-2.800713587272918,-1.2593931902879667,6.952840860007746
elemento,3.934542555979158,-3.2698085139177655,-4.675971194824487,-4.985841629030743,-4.7017770858909,14.359980008692814
arranjo,1.5588873622139228,0.7848947827526163,-5.863601743839005,-3.469393350605759,-4.557646038838233,12.313829205433859
rico,14.0645648621404,-4.808694221297214,-5.1662911884944345,-4.029817711257292,-7.231049511648489,7.349447135278437
fusão,11.457440101634784,-5.316144467741472,-5.045366295823595,-4.912971258104081,-4.278443878420133,8.27814125773323
momento,-8.966366752754157,-1.5111365710298843,10.32933327329601,3.1599003387052425,0.3278991959777419,-3.599981920387945
suave,-7.214288802977225,-0.19105117606021413,-8.972696184449836,6.307545418361332,5.761633242244408,4.675877068329226
harmonia,-4.343916365440896,4.728232249678022,-7.560871211755802,9.67921074073619,-3.340282951140971,1.3409148342091362
estrutura,-4.90571340529196,19.97604037637876,-7.084214649215512,-7.063650321200601,-6.601973959223526,7.050469323822587
manter,-5.3548252838318735,10.07905861215865,0.3737240059680023,-5.074225531709075,-6.159200587756551,7.023066774877527
atenção,-5.3352306185417975,10.303256993765652,1.659916067243777,-5.405406412234961,-5.021193900331697,4.532806749725855
atmosfera,-2.1864715760917477,-3.7630891686379373,5.112117956163264,-0.08154697959133661,-2.505078687735898,3.4479402873881493
pulsante,-2.3784467129706894,-4.240338832654384,6.542124490133483,-5.391231136506415,-3.5044565975457274,9.244716837143637
riff,-2.6879063089816126,-2.474250805950926,4.625627876734543,-3.8954557255343576,-2.9082322199609862,7.626980885421797
energético,-2.464575439915194,-2.313192236033772,6.9103258356269,-2.5644769676031,-1.2364032839563492,1.6047646580405963
memorável,-5.242610050655112,-5.758117585406327,0.8410817747023456,-4.627585009839498,-6.092079975686634,21.881862430958414
guitarra,-3.501432408938829,-5.477895096422888,-0.11326306160848469,-4.541131234331627,-3.2483961045053276,17.627835049708217
refrão,-5.097509494477701,-5.130001555566339,1.2794742806820214,-4.289438797294293,-5.124527849454307,19.23458296707248
destacar,-5.080696625983378,-0.7350660950299354,-2.320164418857956,-1.9821082367409755,-5.280144960890164,16.35986030375588
marcante,-4.586507287606507,-3.4913333149107655,0.6762598620851088,-4.666979817903018,-4.432027479302557,17.331086551140924
apresentar,-3.535444903313109,-2.159471857349923,-3.934666066611019,-3.8248783698881392,-4.343824516467136,18.80599257525223
instrumental,-0.12505743775702105,-2.433517498377674,-3.5800484945678743,-1.0315758573856901,-2.5163389803921237,10.187427933920329
pop,0.3389519832395156,-3.823762367288018,-4.104753526151797,-3.7962177033300226,-3.9104563854405843,16.04846081911004
instrumentação,0.20644737903238086,-1.8416837009094729,-2.3767229246459634,-1.7098336356988637,-2.5670295314008644,8.71713174495395
eletrônico,3.0755470693979654,-2.433270088372715,-2.5109780077548605,-4.371408046234682,-2.357710989782819,8.967405584186668
composição,0.16468438056631415,-0.3522404429845584,-4.425948374053129,-2.3018309640413834,-2.6565039820022465,10.15768619194033
linha,-2.59292491834141,-3.4926888692563165,-3.4127598395692673,-3.343789480044722,-3.1540257630462976,16.81587461008072
melódico,0.2355190086110391,0.5572692443713737,-3.7856303084441505,-2.6573534073124105,-2.804902613018589,9.010735857249704
acompanhar,-3.9965350810728704,-1.1569148776500129,-1.0020733465666805,-2.914082706387104,-3.265675362282769,13.046532098114033
acorde,-1.976211322841003,-3.0383096905314018,-2.4332985305182984,-0.9489310475968941,-1.3335030360076667,10.195975940210868
início,-3.1180546970649745,-2.9594200534077055,-3.1216824524479243,-3.0673187792338497,-3.13106208402278,16.211214629090257
garantir,-3.4611009073248065,-2.980600628262219,-0.0020520374983244395,-2.8173741213343955,-3.4755393579536427,13.37673845881166
energia,-6.079644459460237,-1.5039285091330312,14.739518940975103,-0.054827178636891905,-1.1338472713205743,-6.454217203862504
profundo,5.969827037270816,-0.988125377228003,-1.3486859865156717,4.467117787127778,-1.9734472031788142,-6.494039957020769
emocional,3.8164879628222974,-5.196242102767734,-6.669983192959351,6.197431097962979,13.593178334537148,-12.73703490642443
buscar,3.747083356135347,1.6613873453681551,3.0383879436749415,0.549291550939885,-4.142375977159071,-5.057764279587782
inspirar,1.148879901171797,4.598608853231119,1.2696837162522077,-0.009379253893722834,-0.8540852454584715,-6.305804150528555
estimular,20.640305676882065,-1.5327938096141924,-0.6324052813314927,-6.175193974591791,-5.080423479573092,-7.859616027859809
reflexão,0.8157133062123253,6.291843992159918,-4.916636453173243,1.8769373062155212,1.3405492860932273,-5.389226494138308
apreciar,5.61448644211097,4.83503690686884,-3.131604795979304,2.0069610771752138,-7.013758782482249,-2.130671545852541
aprecer,2.249147531405827,8.715510295554378,-3.7537516665730837,4.842691637158902,-6.535707067521514,-5.289505618344869
pessoal,5.126522858476858,0.3947456049756884,-4.530321654073443,-1.4884166361476554,5.176468950496706,-5.00756831418445
mente,3.2850647180701635,6.5989335866788785,-5.7842370396425755,-6.138004071679708,6.018515534985793,-4.00949680404866
conexão,-5.547992173787635,-7.831984438506942,4.221011232776777,21.121720723378033,-3.589681878184243,-8.96967947367708
emoção,4.501281645683639,-5.946208860423484,-0.9189899510159679,1.3217567432115076,8.55428712633658,-8.340965894270768
incentivar,0.9695794600250763,0.8374482471096758,2.2462698790728663,0.4819578496213274,0.7643651131036983,-5.5995053245778585
introspecção,9.440241246788926,-1.8948779903387896,-5.712168287221955,1.408507774202433,2.2895759354321523,-5.975324148046398
sentimento,1.4162295477707176,-6.439175439842747,-3.494775795624744,6.448247087982403,8.831831017323625,-7.477917992056792
som,3.463214368670053,0.27431034943743965,-0.4654331539658129,0.20421132347099963,-2.0377088923897495,-1.5048658354004272
evocar,11.70746692943895,-2.6701545997740825,-4.233842277086692,4.039409905676875,-3.8466926969961084,-5.376120065503494
combinação,2.003203235719686,-1.8711566399608364,-2.8953310169283273,-0.5430021241553676,1.9403593552819491,1.3395920826310805
complexo,8.981255804788857,-2.4771736323902234,-5.7176552252960535,-3.1394122750809585,3.747718267347407,-1.6844707983742613
permitir,0.4285418092481297,-0.9986177969163585,-3.301320370745642,-1.2059533529100552,10.541014541289108,-5.939687919475069
único,18.371105562255106,-5.4680809693551415,-4.989098341531105,-5.194094233577633,-5.498801609699354,2.6053030389829863
camada,10.090344994362841,-1.217469739013972,-4.0687133723259175,-3.762493976143639,-3.908968317861975,2.946471811828814
musical,9.94411721157579,-1.1605072551670599,-3.436840474318825,-1.6435967873173816,-1.9219818559758814,-1.9765770663979478
poético,9.849324498195095,-3.1498515597258465,-5.172759146972069,-0.8403063711100043,-1.5873727194554836,0.78817558187312
conver,10.83760093956268,-4.702742023143739,-0.5370919678904443,-2.251323914824827,-2.979256954279693,-0.6713291376539379
inovador,18.29315954219495,-4.6288476007111,-4.473029045382983,-4.797612679390968,-4.693120420403373,0.011368833366263095
jornada,18.217116658707646,-2.474604699859947,-5.799118066191882,-3.7745401640558325,-3.8020459134046187,-2.6974898017936226
interpretação,11.238131278262037,-2.9925509364883496,-2.551521275410783,-1.965572957608437,-2.3325097172715097,-1.6702804407124905
contemplação,10.017573334500897,0.6362814155591114,-3.338766478824022,-1.581113465063676,-3.3544133370435043,-2.5094423944549837
nuance,11.10431101519191,-1.5520841225219275,-2.863922873300817,-0.7790619798003383,-3.6116608856444956,-2.526261164887671
convidar,12.062256861612866,-3.7847011756650115,-0.8191568010640418,-1.907564476612304,-2.2702738554862356,-3.722785710820741
explorar,18.697635745444178,-5.5647440519971525,-2.803338319758139,-2.1266219732763836,-4.019123043038056,-4.775316598908735
convencional,15.287676538451747,-3.3322821993137084,-3.230492333769764,-3.453775261099608,-3.5255496885348045,-2.0808775176181395
viagem,13.008965944615944,-2.9281315898929177,-3.1216739827087476,-2.7589637624865335,-2.2568470226850583,-2.263434366178675
exploração,25.766567603463955,-5.399528036625494,-5.204924661591736,-5.263342092205461,-5.563491062282664,-4.972308016843882
pensamento,11.464877625124329,-2.27377805659945,-4.1882110203041885,-4.337843817714195,3.024600111790535,-4.138277963654057
despertar,14.186215830713143,-4.185251976288087,-1.2435206824971707,-2.2630803227153136,-2.8471379175076663,-4.138277963654057
imaginação,18.81401434518588,-4.033009717721488,-3.78400538918925,-3.4623562846749167,-4.032557203226103,-3.987744426525943
desafiar,17.316611950333602,-3.2782619974930243,-3.488015098992149,-3.6889894182570306,-3.765651934863743,-3.5192746118209595
convenção,18.605257590003433,-3.7098293679981014,-3.9132360498539196,-3.8450875789365875,-3.9249940402876646,-3.668191356095891
ambiente,-8.232023810134136,4.118057720362733,11.738878890177705,1.7289205956985967,-3.7459091161469154,-5.720273977114557
promover,-9.643288745205007,2.039154137986444,-6.481791089060192,7.770377131019801,16.542777067188926,-10.717981286599999
perfeito,-2.8651398113280586,-0.0034668916914704063,11.209508946114179,1.0078219967735456,-6.137380911930399,-3.39121743338961
ressoar,-3.673454183199311,7.133395565378713,-2.358971994843369,11.463442923740555,-6.276896694185296,-6.083444402811208
trilha,-4.58631622508429,6.585297627221947,8.509926197683965,-2.200996194434423,-3.678542305030186,-4.608243684629635
refletir,-4.491077698778704,11.96846002619677,-3.090289207596091,5.691500501744743,-4.056765826309136,-5.647258869901712
valorizar,-5.046085919581651,14.155604528716381,-6.846494021396986,14.542276814331835,-8.42025370595894,-7.869337263520849
equilíbrio,-6.463207405349584,11.56254528599514,-4.205932317900053,-3.740414399906117,7.962080684776421,-4.918636109545153
desafio,-3.4514284087459144,7.230130543295146,-3.293863243840256,0.776726304881505,3.3572275511832794,-4.527028492812784
equilibrar,-4.891001904852043,8.191511118685742,-1.6758072418784382,-2.6773448281885517,1.3207197826142576,0.10820901129431393
cuidadosamente,-3.726788179401544,13.14275399811257,-3.731124176422912,-3.1206153203344558,-3.7423349804261954,1.9349945737013596
detalhe,-3.6018879185971238,19.779722319546075,-4.640553870817242,-4.762464860414956,-4.861435743780337,-1.0217443143849756
clareza,-4.310043016536489,16.687747155585964,-4.315057611619989,-4.00405749213441,-2.248551527982247,-1.0781163801574158
determinação,-5.210010111702883,19.39608492287067,-3.7291914064822653,-3.4145155687428828,-2.2699465501232274,-4.078308219874109
cuidadoso,-3.818821498948782,16.240085144756787,-3.8232645737487134,-3.2242983827486946,-3.573979188505846,-1.0725907208258563
motivação,-3.8640162259217545,11.05677778808807,-1.800533228659344,-2.222669397198501,-0.5297370266390395,-2.247439673069682
precisão,-4.912438382111859,24.07735761496242,-4.918153844640754,-4.8325048676870175,-4.932931283343724,-3.5256258104335005
foco,-6.770046930606857,33.10368983380189,-6.777923660357125,-6.659887046270175,-5.474426597171482,-6.1961000844646055
Foco,-6.770046930606857,33.10368983380189,-6.777923660357125,-6.659887046270175,-5.474426597171482,-6.1961000844646055
ressoo,-1.8552220444572023,5.392816933045438,-0.7282285125844941,4.459016526119755,-2.269292579404269,-4.946188215537406
dedicação,-3.9965350810728704,18.87890320425471,-4.001184919854453,-2.405371643886865,-4.013207167787349,-3.7506329161255754
concentração,-4.166675853442266,21.331731751338523,-4.171523645487275,-4.0988771313967005,-4.184057705404158,-3.91030512424551
ordem,-3.584310097364281,18.350249503431485,-3.5884803257640954,-3.525987431391704,-3.599262531796259,-3.363771657214341
tarefa,-3.3850234653034286,17.329980798526645,-3.3889618301785625,-3.3299435231350873,-3.39914454859164,-3.176746900321531
planejamento,-3.3850234653034286,17.329980798526645,-3.3889618301785625,-3.3299435231350873,-3.39914454859164,-3.176746900321531
produtividade,-3.254277873395554,16.66061509974194,-3.2580641200203933,-3.201325378707228,-3.267853533760757,-3.0540459329334624
celebrar,-1.9402324150229557,-1.927153744973601,6.691210731716747,5.989389905106754,-4.324099596868033,-4.773135697359131
confiança,-5.724975904403977,-3.1769757065076907,5.529533032071063,-1.6861704233471646,9.646279961030114,-5.13967233160229
contagiante,-4.854718764631498,-3.7562847378680093,14.490073348681836,-1.3281611491410694,-3.891156475157606,-0.9303377897808909
inesquecível,-1.6562964085011924,-3.926517815607791,8.346857755482384,-3.8553042850247516,-4.181327249836087,5.346803989873909
animar,-7.136498797328209,-5.47331346141937,24.139794985502125,-3.7693441723360084,-5.7157295605175396,-2.5455716280552854
intensidade,-2.273878455210329,-0.5554446226016773,5.813831501885093,-1.614587318071273,-0.3777362084842865,-1.1208700578219681
perfazer,0.12462471478172865,-1.4998899251274687,6.966358727732772,-0.22351499765952978,-4.3043331903057105,-1.2076449413921229
bater,-3.2306271096680286,1.9603261011875905,4.41262791978864,-0.3196698352733234,-0.5666638631540288,-2.3061240828573504
eletrizante,-2.246680086699129,-3.7018271626172843,12.369195253384058,-3.1230001114780794,-2.9890455062315793,-0.5857563775519032
celebração,-3.2866164226840153,-4.004825602557579,14.344272795449882,0.4697751358958682,-4.918477478105799,-2.9797458537122994
festa,-3.4961015907047335,-3.793206730532213,15.742966270956718,-3.6771493001374624,-4.013207167787349,-1.0844162471986536
vida,-1.9359779348645112,3.4675057454869727,6.503264243090235,-0.26471782520111803,-4.405841488545007,-3.389889507179541
movimento,-3.6307797517529337,-4.232330140322335,16.783409471810266,-3.536761403360988,-3.0185506016141206,-2.8181962456961522
Movimento,-3.6307797517529337,-4.232330140322335,16.783409471810266,-3.536761403360988,-3.0185506016141206,-2.8181962456961522
social,-1.6885532156620295,-2.7702316698674623,10.934701249728796,-1.5919264068200807,-3.0248402033141653,-2.158931999399261
vibração,-3.720535934327085,-3.2007801582983566,6.744938553533255,3.834897804583883,0.013927298836661793,-4.028676205968893
encontro,-5.0518259937826935,-4.377690689955344,22.0296882074348,-3.9635121616321927,-4.8757744793271325,-4.319140451311331
interação,-5.538020492736296,-5.42239964978638,22.428599530610878,-1.3497083760650739,-5.736890891279491,-4.988513128438949
incentir,0.26128488058262966,0.2810129892348243,7.2952768417317335,-1.20810386163276,-1.9476824544148383,-4.994838818491735
intensamente,-2.116822785295487,-3.5371835148708093,13.689898798565965,-2.3023175625027235,-2.9406964270387737,-3.2115633439192335
viver,-2.864670807383672,-3.4926888692563165,14.230195942070981,-1.4101039888889062,-3.4246427367754455,-3.4534879771712745
compartilhar,-4.3651621016565905,-4.3501605334785225,15.242752445791284,1.9231518776545429,-4.602463475944575,-4.301335636670061
adorar,-3.8852852733928405,-4.31405899201521,20.720825204467495,-4.247700812606105,-4.564268097927725,-4.265639288077911
conversa,-3.3850234653034286,-3.2128064763919246,16.086028832824127,-3.3299435231350873,-3.39914454859164,-3.176746900321531
mensagem,-2.6248888768230496,1.0000244862832208,-4.023796410820168,3.6607237293213055,5.474787534096956,-3.6171215679923154
sensação,-1.3597206292335362,-3.1473355130153347,-4.146941517628818,0.6120592071590344,13.58149031978616,-6.117981480332945
compreensão,-6.244742554157924,-5.087708629570433,-5.940281835315329,14.66616593850609,7.8854435768147235,-5.674186730335982
positivo,-6.111619558870176,-3.141812930715818,-3.2555227792974897,8.887614501854245,9.567160458227166,-6.390361371277661
autenticidade,-1.066675199149602,-1.9786604110486956,-3.739204986943286,11.664290390082217,-2.2432357984108195,-2.6997898265168687
transmitir,-4.5244042080249,0.23605950391527875,-2.707203942349966,7.315450752178047,2.927119387296116,-3.32992471749665
humano,-0.7848967765199618,-4.526351187133889,-2.8895235811559314,15.34537190450387,-3.7447859233987777,-3.5818036326529588
profundamente,1.241960658652239,-2.6450220767225376,-2.5351337109183856,7.827712488973911,0.4758318758905172,-4.658196837346513
acolhedor,-5.335948629340476,-4.867022272022826,-4.031824653777827,17.6118338999389,0.8005669105112037,-4.408548575263023
sincero,-1.8958038638577326,-1.3055181494109056,-2.3736132749050043,8.020757486321601,0.6546662756680581,-3.2354394442797387
autêntico,0.00849096252717323,-3.3541965188238243,-1.0232204965148952,11.79934334936904,-3.6944405699210816,-3.940481390239875
genuíno,-2.9666138686429004,-3.312783271217338,-2.3333631073963663,14.96007965344271,-2.3544698667241883,-4.16148019866357
empatia,-3.9045815848312517,-3.680730139996865,-3.186900694189952,17.499121525351665,-3.2022588931146765,-3.633681611639485
união,-3.199236896323358,-3.308732206697844,1.3807078087909013,11.44218405131948,-3.500633830823547,-2.9659347755325802
espírito,-3.2407736063954373,-0.6002305184477639,1.8334718340502796,4.3857171800203005,2.6676300312861185,-5.347261834620622
coração,-3.2971204614683334,-3.83421556266751,-3.549936464955521,17.414972385116123,-3.070545674739031,-3.7911814774313632
alma,0.3933140925726844,-3.7018271626172843,-3.2126413904802407,13.466909227138482,-3.228047946066095,-3.91030512424551
caloroso,-3.9045815848312517,-3.9348682547346923,-0.7776183775322124,16.02793156326064,-3.6826718730604826,-3.890704473877923
empatir,-2.888031753991386,-2.379253720190156,-2.8921185198212878,14.00312220915994,-2.902681031632049,-3.003562357796723
força,-3.056025791477664,-1.201673234617888,-3.6760485373759884,-0.6614819469776364,10.750678962203784,-2.4166116343059354
resiliência,-2.797971196829776,3.622478333251454,-5.288719510571462,1.1279905138957436,7.413912510675755,-4.155496347621566
tensão,-3.562184429476949,-3.949600395359428,-4.645212138409365,-3.9070438280738764,18.950188488553152,-3.4357059933244756
serenidade,-5.137022995358444,2.7130280698231646,-4.365243544270033,1.2788911637558624,9.380790509693298,-3.9912355907451005
encontrar,-2.885327235638828,-2.3620584858299813,-3.6576930702686914,-1.2443665824162324,12.380763202418727,-2.577735703243239
espaço,-1.323458879145686,-2.0588749034000626,-3.0565107516358347,0.24635516153779455,10.645282124937317,-4.89560475225748
tranquilidade,-4.182817057011352,2.2659725026610613,-4.1882110203041885,-0.6493753821606273,10.025518531338392,-3.413338743440095
aceitação,-2.6128013005460335,-3.616711926733818,-4.087241752559428,-0.5300619016223719,13.707429016901678,-3.3092850162731193
calmo,-3.974755436195986,2.589234599673243,-3.47678907100524,-2.119834683080138,10.039050816436013,-3.194028110580619
reconfortante,-3.433402005058936,-2.377028647555269,-3.438024611871728,1.2976017419055645,10.53276209363958,-2.9001075912329095
conforto,-5.148540528276429,-4.867022272022826,-5.154966521072913,1.7996714207755744,17.597226468791415,-4.807938793996247
interno,0.6668677314361542,-2.7210001982258385,-4.724426104947354,-3.3698714528806044,14.796912637821793,-5.21910619625334
acalmar,-3.818821498948782,-2.796842046143623,-3.8232645737487134,-2.9581061022281583,16.244771920632402,-3.304824608487984
escape,-3.7922015681047867,-1.48692969600158,-3.79718934757422,-1.7092931643997331,13.938795735618568,-3.5274114611572993
ajudar,-6.2500137801634,-2.7290901593551538,-5.9376580498952345,-4.359207827244246,24.475560700601473,-5.8654576863682655
interior,-0.8022452229825903,-3.460122513111455,-6.110548544676323,-0.4465638880150669,16.225045111014285,-6.019838221276436
alívio,-4.658485224251929,-3.9691421051008264,-4.66390522052864,-4.364471213189385,21.402055544671374,-4.371854035289362
seguro,-4.429237187649187,-3.490270638144614,-4.434390461280014,0.9214941387542496,15.112894349248192,-4.156711364301326
catarse,-3.726788179401544,-3.254472709566006,-3.4631084383461603,-0.9384879661165022,14.428138896355364,-3.4974832282314887
liberar,-3.4860911300998985,-2.704271079275258,-2.0575427037115515,-2.5545695494652345,13.639119396632585,-3.2715959890075803
aliviar,-3.227493237885295,-2.7368444626345645,-3.2312483214565337,-2.8600136197690254,14.654990574998834,-3.028909324958477
liberação,-3.173245790549816,-3.011803236096029,-2.8621692378840846,-2.801264496164934,14.38774896426685,-2.977999660095078
